Yapılacak şey;Şehir;Yer Adı;Açıklama (TR);Description (EN);
;Giethoorn;Punter Boat Tour;Geleneksel kayıkla rehberli kanal turu. Sıradan bir gezinin ötesine geçip unutulmaz anılar biriktirmek isteyenler için benzersiz bir fırsat. Bu aktivite, seyahatinize heyecan ve renk katarak size farklı bir perspektif kazandıracak.;Guided canal tour with traditional punter. A unique opportunity for those who want to go beyond an ordinary trip and collect unforgettable memories. This activity will add excitement and color to your travel, giving you a different perspective.;
;Seul;Bukchon Hanok Village;Geleneksel Kore evlerinin (hanok) bulunduğu tarihi mahalle. Dar sokaklar, çatı manzaraları ve yaşayan tarih.;Historic neighborhood with traditional Korean houses (hanok). Narrow alleys, rooftop views, and living history.;
;Giethoorn;Clogs Workshop;Geleneksel tahta ayakkabı yapımı gösterisi. Sıradan bir gezinin ötesine geçip unutulmaz anılar biriktirmek isteyenler için benzersiz bir fırsat. Bu aktivite, seyahatinize heyecan ve renk katarak size farklı bir perspektif kazandıracak.;Traditional wooden shoe making demonstration. A unique opportunity for those who want to go beyond an ordinary trip and collect unforgettable memories. This activity will add excitement and color to your travel, giving you a different perspective.;
;Santorini;Eşek Turu;Geleneksel tırmanış. Eski limandan Fira'ya çıkan 588 basamaklı 'Karavolades' merdivenlerinde yüzyıllardır süren bir gelenek. Dik yokuşu tırmanmanın otantik (ve biraz sarsıntılı) bir yoludur, ancak yürümek veya teleferik de iyi alternatiflerdir.;Traditional climb. A centuries-old tradition on the 588-step 'Karavolades' stairs leading from the old port to Fira. It is an authentic (and slightly bumpy) way to climb the steep slope, but walking or the cable car are also good alternatives.;
;Budapeşte;Gellert Hamamı;Gellert Hamamı, Budapeşte'nin Buda bölgesinde, mimari, lüks, tarihi özellikleriyle öne çıkan bir deneyim noktasıdır.;Gellert Hamamı is a cool spot in Budapest's Buda.;
;Seul;Hongdae Street;Gençlik kültürü, sokak sanatçıları (busking) ve moda merkezi. Öğrenci enerjisi, kulüpler ve indie müzik.;Youth culture, street performers (busking), and fashion hub. Student energy, clubs, and indie music.;
;Midilli;Therma Spa Lesvos;Gera Körfezi manzaralı, tarihi kaplıcaların restore edilerek lüks bir spa merkezine dönüştürüldüğü harika tesis.;Great facility where historic hot springs are restored and turned into a luxury spa center overlooking Gulf of Gera.;
;Midilli;Paleokipos;Gera Körfezi manzaralı, zeytinyağı üretimiyle bilinen köy. Geleneksel tavernalar ve Ege mimarisi.;Village known for olive oil production with Gera Bay views. Traditional tavernas and Aegean architecture.;
;Midilli;Perama;Gera Körfezi'nin hemen kıyısında, deniz kenarındaki tavernalarıyla ünlü küçük ve canlı bir kasaba.;Small and lively town right on shore of Gulf of Gera, famous for its seaside tavernas.;
;Roma;Bocca della Verità;Gerçeğin Ağzı - yalan söyleyenin elini ısırdığı efsanevi yüz. Roman Holiday filminden. Santa Maria kilisesi içinde.;Mouth of Truth - legendary face that bites liars' hands. From Roman Holiday film. Inside Santa Maria church.;
;Zürih;Giessbach Falls (Günübirlik);Giessbach Falls (Günübirlik), Zürih'nin Günübirlik bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Fairytale waterfall cascading into Lake Brienz and historic hotel. Crash Landing on You filmed here.;
;Giethoorn;Scheepswerf Schreur;Giethoorn'un ünlü 'Punter' teknelerinin el yapımı olarak üretildiği aile tersanesi.;Family shipyard where Giethoorn's famous 'Punter' boats are handmade.;
;Roma;Quartiere Coppedè;Gino Coppedè tarafından tasarlanan sürreal ve eklektik mimari harikası. Peri kemerleri ve mitolojik figürlerle bezeli binalarıyla masalsı bir atmosfer sunar.;A surreal and eclectic architectural wonder designed by Gino Coppedè. Offers a fairytale atmosphere with buildings adorned with fairy arches and mythological figures.;
;Venedik;Zattere;Giudecca Kanalı boyunca uzun ve güneşli yürüyüş yolu. Gelato molası, gün batımı ve daha sakin Venedik.;Long and sunny promenade along Giudecca Canal. Gelato break, sunset, and calmer Venice.;
;Bangkok;Pratunam Wholesale Market;Giyimden aksesuara her türlü tekstil ürününün toptan fiyatına satıldığı labirent gibi bir alışveriş dünyası.;A dense, maze-like market selling everything in fashion at wholesale prices it's the heart of Bangkok's garment industry.;
;Venedik;Palazzo Contarini del Bovolo;Gizli mücevher, salyangoz şeklindeki dış merdiven kulesi. Gotik-Rönesans karışımı, çatı manzarası ve mimari harika.;Hidden gem, snail-shaped external staircase tower. Gothic-Renaissance mix, rooftop views, and architectural marvel.;
;Dubai;Global Village;Global Village, Dubai'de eğlence ve macera arayanlar için harika bir seçenek. Dubai Land bölgesindeki bu mekan, adrenalin dolu aktiviteleri, eğitici deneyimleri ve aile dostu etkinlikleriyle keyifli saatler vaat ediyor.;Global Village is a great choice for those seeking fun and adventure in Dubai. This venue in Dubai Land promises enjoyable hours with its adrenaline-filled activities, educational experiences and family-friendly events.;
;Zürih;Bürkliplatz Market;Göl kenarında kurulan, taze çiçeklerin ve yerel peynirlerin satıldığı pazar. Cumartesi günleri dev bir bit pazarına dönüşür.;A lovely market on the lakeshore featuring fresh flowers and local produce. It turns into a massive flea market every Saturday.;
;Zürih;Rote Fabrik;Göl kıyısında eski bir tuğla fabrikasının dev bir kültür ve sanat merkezine dönüştürülmüş hali. Alternatif Zürih'in merkezi.;A former silk factory turned cultural center on the lakefront, hosting alternative concerts, theater, and independent art spaces.;
;Cenevre;Quai Gustave-Ador (Güneşlenme Alanı);Göl üzerindeki büyük kayalıkların üzerine yerleşip güneşlenen yerellerin favori yaz noktası.;A favorite local summer spot where people relax on the large rocks along the lake wall, enjoying the sun and easy access for a swim.;
;Dubai;Gold Souk;Gold Souk, Dubai'nin Deira bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Gold Souk is a noteworthy destination in Dubai's Deira district. With its unique features and experiences, it offers unforgettable moments to visitors. As one of the most visited places in the area, it deserves a spot on every traveler's list.;
;Hong Kong;Golden Bauhinia Square;Golden Bauhinia Square, Hong Kong tarihinin en parlak dönemlerinden kalma nadide bir miras. Wan Chai bölgesindeki konumuyla şehrin geçmişine açılan bir pencere olan bu yapı, rehberli turlar ve sesli rehber seçenekleriyle zenginleştirilmiş bir ziyaret deneyimi sunuyor.;Golden Bauhinia Square is a magnificent structure witnessing Hong Kong's rich history. This monumental venue in Wan Chai enchants both history buffs and architecture lovers with its centuries-old architecture and cultural significance.;
;Kapadokya;Elis Hamam;Göreme merkezde, hem geleneksel kese-köpük hem de modern masaj hizmeti sunan hamam.;Hamam in Göreme center offering both traditional scrub-foam and modern massage services.;
;Dublin;Grand Canal Dock;Grand Canal Dock, Dublin'nin Docklands bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Grand Canal Dock is a noteworthy destination in Dublin's Docklands district. With its unique features and experiences, it offers unforgettable moments to visitors. As one of the most visited places in the area, it deserves a spot on every traveler's list.;
;Marsilya;Grotte Cosquer (Replica);Grotte Cosquer (Replica), Marsilya'nin sanat sahnesinin nabzını tutan önemli bir kültür merkezi. Joliette bölgesindeki modern binası, kalıcı ve geçici sergiler, atölye çalışmaları ve özel etkinlikleriyle yıl boyunca ziyaret edilmeye değer.;Grotte Cosquer (Replica) showcases one of the finest examples of Marsilya's cultural richness. Located in Joliette, this museum appeals to visitors of all ages with its world-renowned works, interactive exhibits, and educational programs.;
;Lyon;Groupama Stadium;Groupama Stadium, Lyon'nin spor tarihinin en önemli sahnelerinden biri. Decines'daki bu tesiste unutulmaz maçlar izleyebilir, stadyum turuna katılabilir veya müzesinde efsanevi anları yeniden yaşayabilirsiniz.;Groupama Stadium is one of the most important stages in Lyon's sports history. At this facility in Decines, you can watch unforgettable matches, join stadium tours or relive legendary moments in its museum.;
;Sevilla;Guadalquivir Nehir Gezisi;Guadalquivir Nehir Gezisi, Sevilla'de eğlence ve macera arayanlar için harika bir seçenek. Nehir bölgesindeki bu mekan, adrenalin dolu aktiviteleri, eğitici deneyimleri ve aile dostu etkinlikleriyle keyifli saatler vaat ediyor.;Guadalquivir Nehir Gezisi is a great choice for those seeking fun and adventure in Sevilla. This venue in Nehir promises enjoyable hours with its adrenaline-filled activities, educational experiences and family-friendly events.;
;Floransa;Gucci Garden Museo;Gucci'nin evrimini ve yaratıcı evrenini sunan, moda dünyasının en modern ve interaktif müze deneyimlerinden biri.;An interactive and stylish museum exploring the heritage and creative evolution of the House of Gucci.;
;Lyon;Théâtre la Maison de Guignol;Guignol kukla şovlarının sergilendiği en otantik tiyatro. Lyon'un mizah anlayışını yerinde görmek için paha biçilemez bir deneyim.;The historic home of Guignol performances, providing authentic puppet shows that have entertained generations of Lyonnais.;
;Marsilya;L'Ombrière (Gün Batımı);Güneş batan limanın renklerinin aynalı tavandaki yansıması, Marseille'deki en etkileyici görsel şölenlerden biridir.;The golden hour reflection under the mirror pavilion at the Old Port provides a unique and kaleidoscopic view of the city at dusk.;
;Seul;Everland;Güney Kore'nin en büyük tema parkı, dev roller coaster T-Express. Hayvanat bahçesi, bahçeler ve festivaller.;South Korea's largest theme park, giant roller coaster T-Express. Zoo, gardens, and festivals.;
;Singapur;Universal Studios Singapore;Güneydoğu Asya'nın tek Universal tema parkı, Hollywood filmleri temalı alanlar. Roller coaster, gösteri ve aileler için eğlence.;Southeast Asia's only Universal theme park with Hollywood movie-themed areas. Roller coasters, shows, and family entertainment.;
;Roma;Come il Latte;Günlük taze süt ve krema ile yapılan artizan dondurma. Külahın içine eritilmiş çikolata akıtılması ve ev yapımı panna (krema) bu mekanın imzası.;Elegant ice cream parlor selling gelato & frozen yoghurt made with natural & organic ingredients.;
;Floransa;Mercato Nuovo (Pazar);Günümüzde deri mamülleri pazarı olarak kullanılan, 16. yüzyıl mimarisi Loggia'nın altındaki alışveriş noktası.;A historic market square under a 16th-century loggia, primarily selling leather goods and souvenirs today.;
;Barcelona;Carrer Blai;Gurmelerin gözdesi Carrer Blai, Poble Sec bölgesinin en sevilen yeme-içme adreslerinden. Şefin özel tarifleri ve samimi atmosferiyle yemek deneyimini bir üst seviyeye taşıyor.;A favorite among foodies, Carrer Blai is one of Poble Sec's most beloved dining destinations. The chef's special recipes and intimate atmosphere elevate the dining experience.;
;Barcelona;Sant Antoni Market;Gurmelerin gözdesi Sant Antoni Market, Sant Antoni bölgesinin en sevilen yeme-içme adreslerinden. Şefin özel tarifleri ve samimi atmosferiyle yemek deneyimini bir üst seviyeye taşıyor.;A stunning renovated modernist market with a Sunday book and vintage market. A local favorite.;
;Barcelona;Santa Caterina Market;Gurmelerin gözdesi Santa Caterina Market, El Born bölgesinin en sevilen yeme-içme adreslerinden. Şefin özel tarifleri ve samimi atmosferiyle yemek deneyimini bir üst seviyeye taşıyor.;A favorite among foodies, Santa Caterina Market is one of El Born's most beloved dining destinations. The chef's special recipes and intimate atmosphere elevate the dining experience.;
;Londra;Borough Market;Gurmelerin hac noktası. Taze trüf mantarı kokularının, artizan peynirlerin ve sokak lezzetlerinin birbirine karıştığı, şehrin en eski ve en lezzetli gıda pazarı.;London's oldest food market with 1000 years of history. Artisan cheeses, fresh seafood, world cuisines. Foodie heaven!;
;Seul;Gwanghwamun Square;Gwanghwamun Square, Seul tarihinin en parlak dönemlerinden kalma nadide bir miras. Jongno-gu bölgesindeki konumuyla şehrin geçmişine açılan bir pencere olan bu yapı, rehberli turlar ve sesli rehber seçenekleriyle zenginleştirilmiş bir ziyaret deneyimi sunuyor.;Carrying the glory of the past to the present, Gwanghwamun Square is one of Jongno-gu's most important historical structures. Its preserved original texture and magnificent architecture await discovery.;
;Lyon;Quai de la Pêcherie (Sahaf Pazarı);Hafta sonları nehir kıyısındaki rıhtımlarda kurulan, eski kitaplar, kartpostallar ve antika baskılar bulabileceğiniz sahaf dükkanları.;The spiritual home for book lovers in Lyon, where specialized second-hand booksellers set up their stalls along the Saône riverbanks.;
;Cenevre;Rond-Point de Rive (Pazar);Haftada iki kez kurulan, İsviçre'nin en kaliteli peynirlerini, şaraplarını ve taze ürünlerini bulabileceğiniz lüks bir açık hava pazarı.;A vibrant open-air market occurring twice a week, where upscale locals buy top-quality Swiss cheeses, wines, and artisanal products.;
;Lucerne;Wochentagsmarkt;Haftalık çiftçi pazarı, taze ürünler ve yerel spesiyaliteler. Bahnhofstrasse'de, İsviçre malzemeleri ve pazar kültürü.;Weekly farmers' market with fresh produce and local specialties. On Bahnhofstrasse, Swiss ingredients, and market culture.;
