Şehir,Yer Adı,Kategori,Açıklama (TR),Description (EN)
Marakeş,Kosy Kawa,Cafe,"Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.",Marakeş içindeki popüler mekanlardan biri. 4.8 puan ve 370 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Kosybar,Restoran,"Place des Ferblantiers manzaralı bar ve restoran. Aperitivo, gün batımı ve El Badi Sarayı görünümü.","Bar and restaurant with Place des Ferblantiers views. Aperitivo, sunset, and El Badi Palace view."
Marakeş,Kosybar rooftop Marrakesh,Restoran,"Otantik mutfağıyla tanınan, yerel halkın ve gezginlerin uğrak noktası olan bir restoran.",Marakeş içindeki popüler mekanlardan biri. 4.2 puan ve 2381 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Koutoubia Camii,Tarihi,"Geçmişin görkemini günümüze taşıyan Koutoubia Camii, Medina'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.",Koutoubia Camii is a magnificent structure witnessing Marakeş's rich history. This monumental venue in Medina enchants both history buffs and architecture lovers with its centuries-old architecture and cultural significance.
Marakeş,Koutoubia Mosque,Tarihi,"Marakeş'in simgesi 77 metre yüksekliğindeki minare. 12. yüzyıl Almohad mimarisi, Sevilla Giralda'ya ilham kaynağı.","Marrakech's symbol 77-meter high minaret. 12th-century Almohad architecture, inspiration for Seville's Giralda."
Marakeş,L'auberge Espagnole,Restoran,"Otantik mutfağıyla tanınan, yerel halkın ve gezginlerin uğrak noktası olan bir restoran.",Marakeş içindeki popüler mekanlardan biri. 4.4 puan ve 1045 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,LE MECANO,Bar,"Akşam saatlerinde canlanan, kokteyl ve yerel içkiler sunan atmosferik bir mekan.",Marakeş içindeki popüler mekanlardan biri. 4.4 puan ve 174 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,La Cueva restaurant bar à tapas,Bar,"Akşam saatlerinde canlanan, kokteyl ve yerel içkiler sunan atmosferik bir mekan.",Marakeş içindeki popüler mekanlardan biri. 4.4 puan ve 683 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,La Mamounia,Deneyim,"Dünyanın en efsanevi otellerinden biri, Churchill'in favorisi. 1923'ten beri, Fas lüksü ve tarihi bahçeler.","One of world's most legendary hotels, Churchill's favorite. Since 1923, Moroccan luxury, and historic gardens."
Marakeş,La Mamounia Gardens,Deneyim,"La Mamounia Gardens, Marakeş'nin yeşil ciğerlerinden biri olarak Hivernage bölgesinde huzur arayanları bekliyor. Geniş çim alanları, gölgelik yürüyüş yolları, çocuk oyun alanları ve piknik noktalarıyla ailelerin ve doğa severlerin favorisi.","La Mamounia Gardens awaits those seeking peace in Hivernage as one of Marakeş's green lungs. With its wide lawns, shaded walking paths, children's playgrounds and picnic spots, it's a favorite among families and nature lovers."
Marakeş,La Pergola & Le bistro Arabe,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 32637+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.8 puan ve 32637 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,La Table Berbère,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 620+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.8 puan ve 620 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,La Terrasse Du Jardin,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 3357+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.9 puan ve 3354 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,La fontaine des épices,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 7205+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.8 puan ve 7205 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Lazama Synagogue,Müze,"Mellah'taki restore edilmiş tarihi sinagog, Yahudi-Fas mirası. Dini sanat, şamdan ve kültürel çeşitlilik.","Restored historic synagogue in Mellah with Jewish-Moroccan heritage. Religious art, menorah, and cultural diversity."
Marakeş,Le Bistro Arabe - Moroccan Jazz Restaurant in Marrakech,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 12636+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.9 puan ve 12636 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Le Jardin,Restoran,"Yeşil avluda gizli bahçe restoran, Fas ve uluslararası yemekler. Huzurlu mola, brunch ve bitki örtüsü.","Hidden garden restaurant in green courtyard with Moroccan and international food. Peaceful break, brunch, and greenery."
Marakeş,Le Jardin Restaurant,Restoran,"Le Jardin Restaurant, Marakeş'nin gastronomi sahnesinde önemli bir yere sahip. Medina'daki bu mekan, geleneksel tariflere modern dokunuşlar ekleyen yaratıcı mutfağı ve seçkin içecek menüsüyle özel bir deneyim vaat ediyor.","Le Jardin Restaurant hosts gourmets in Medina as one of the best representatives of Marakeş's cuisine. Fresh ingredients from local farmers, recipes passed down through generations, and masterful presentations satisfy every palate."
Marakeş,Le Jardin Secret,Müze,"Medina'nın kalbinde restore edilmiş tarihi Fas bahçesi. İslami su mühendisliği, egzotik bitkiler ve çatı terası.","Restored historic Moroccan garden in heart of medina. Islamic water engineering, exotic plants, and rooftop terrace."
Marakeş,Le Mart,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.7 puan ile ödüllendirilen popüler bir restoran. 421+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.7 puan ve 421 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Le Slimana Restaurant & Rooftop,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 6316+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.8 puan ve 6315 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Le dernier chameau,Cafe,"Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.",Marakeş içindeki popüler mekanlardan biri. 4.9 puan ve 284 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Leather Souk,Deneyim,"El yapımı deri ürünlerinin satıldığı çarşı. Çantalar, ayakkabılar ve geleneksel Fas derisi.","Bazaar selling handmade leather products. Bags, shoes, and traditional Moroccan leather."
Marakeş,Les Bains de Marrakech,Deneyim,"Les Bains de Marrakech, Marakeş'nin Medina bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.",Marrakech's most famous luxury hammam and spa. Traditional scrub and massage experience.
Marakeş,Les Terrasses Des Arts Marrakech,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.7 puan ile ödüllendirilen popüler bir restoran. 558+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.7 puan ve 558 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Luna Glacier Marrakech,Deneyim,Yerel kültürü keşfetmek ve otantik anılar biriktirmek için kaçırılmaması gereken bir deneyim.,Marakeş içindeki popüler mekanlardan biri. 4.9 puan ve 95 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,MARH Coffee Roasters Marrakech - Coffee Shop Gueliz,Cafe,"Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.",Marakeş içindeki popüler mekanlardan biri. 4.9 puan ve 114 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,MARRAK,Restoran,"Otantik mutfağıyla tanınan, yerel halkın ve gezginlerin uğrak noktası olan bir restoran.",Marakeş içindeki popüler mekanlardan biri. 4.8 puan ve 506 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,MK ROOFTOP Marrakech - FOOD & COCKTAILS,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.6 puan ile ödüllendirilen popüler bir restoran. 6665+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.6 puan ve 6665 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,MR.crepe,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 140+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.9 puan ve 140 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,MY Kechmara,Restoran,"Otantik mutfağıyla tanınan, yerel halkın ve gezginlerin uğrak noktası olan bir restoran.",Marakeş içindeki popüler mekanlardan biri. 4.3 puan ve 883 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Mabrouka Rooftop & Sky Bar,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.5 puan ile ödüllendirilen popüler bir restoran. 1769+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.5 puan ve 1769 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Magic Coffee,Cafe,"Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.",Marakeş içindeki popüler mekanlardan biri. 4.8 puan ve 224 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Maison Sucrée - Spécialité Cornes de Gazelle - Riad Zitoun Lakdim,Cafe,"Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.",Marakeş içindeki popüler mekanlardan biri. 4.9 puan ve 150 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Maison de la Photographie,Müze,"1870-1950 arası Fas fotoğrafçılığı koleksiyonu. Tarihi Marakeş, çatı terası kafesi ve kültürel miras.","Collection of Moroccan photography from 1870-1950. Historic Marrakech, rooftop cafe, and cultural heritage."
Marakeş,Majorelle Bahçesi,Park,"Majorelle Bahçesi, Marakeş'nin yeşil ciğerlerinden biri olarak Gueliz bölgesinde huzur arayanları bekliyor. Geniş çim alanları, gölgelik yürüyüş yolları, çocuk oyun alanları ve piknik noktalarıyla ailelerin ve doğa severlerin favorisi.","For those seeking escape from the city's crowds, Majorelle Bahçesi is a perfect sanctuary. This green oasis in Gueliz offers different beauty each visit with its botanical diversity and seasonal flower gardens."
Marakeş,Mandala Society,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.6 puan ile ödüllendirilen popüler bir restoran. 1483+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.6 puan ve 1483 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Mandala Society - Koutoubia - Marrakech,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 132+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.9 puan ve 132 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Manso Bar,Bar,"Akşam saatlerinde canlanan, kokteyl ve yerel içkiler sunan atmosferik bir mekan.",Marakeş içindeki popüler mekanlardan biri. 4.7 puan ve 58 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Marrakech Museum,Müze,"Marrakech Museum, Marakeş'nin sanat sahnesinin nabzını tutan önemli bir kültür merkezi. Medina bölgesindeki modern binası, kalıcı ve geçici sergiler, atölye çalışmaları ve özel etkinlikleriyle yıl boyunca ziyaret edilmeye değer.",Old palace next to Ben Youssef Madrasa. Famous for courtyard with huge chandelier.
Marakeş,Max & Jan,Deneyim,"Belçika-Fas tarzı boutique otel ve restoran, bahçe terasıyla. Brunch, tasarım ve rahat atmosfer.","Belgian-Moroccan style boutique hotel and restaurant with garden terrace. Brunch, design, and relaxed atmosphere."
Marakeş,Medersa Ben Youssef,Deneyim,"14. yüzyıldan kalma İslami okul, çini mozaikler ve oymalı alçı. Kuzey Afrika'nın en büyüğü, mimari şaheser.","Islamic school from 14th century with tile mosaics and carved plaster. Largest in North Africa, architectural masterpiece."
Marakeş,Mellah,Müze,"Tarihi Yahudi mahallesi, mezarlık ve sinagog. Kültürel miras, hoşgörü tarihi ve keşif.","Historic Jewish quarter with cemetery and synagogue. Cultural heritage, history of tolerance, and discovery."
Marakeş,Mellah (Yahudi Mahallesi),Deneyim,"Yerel yaşamın en canlı hali Mellah (Yahudi Mahallesi)'de karşınıza çıkıyor. Mellah bölgesindeki bu semt, sabah pazarları, aile işletmesi kafeler, vintage dükkanlar ve gece hayatıyla 24 saat yaşayan bir atmosfer sunuyor.","Mellah (Yahudi Mahallesi) is one of the neighborhoods that best captures the essence of Marakeş. With its historic architecture, local markets, artisan shops, and authentic atmosphere, this neighborhood offers a genuine glimpse into daily life in Mellah."
Marakeş,Menara Gardens,Park,"12. yüzyıldan kalma zeytin bahçeleri ve yansıma havuzu. Atlas Dağları manzarası, gün batımı ve romantik.","Olive gardens and reflection pool from 12th century. Atlas Mountains views, sunset, and romantic."
Marakeş,Mokhtar Resto Imo,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 1049+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.8 puan ve 1049 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Moroccan Teahouse Restaurant - 1112 Marrakech,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 701+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.8 puan ve 700 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Mouassine Fountain,Deneyim,"Geçmişin görkemini günümüze taşıyan Mouassine Fountain, Medina'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.","Carrying the glory of the past to the present, Mouassine Fountain is one of Medina's most important historical structures. Its preserved original texture and magnificent architecture await discovery."
Marakeş,Musu Orange,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.6 puan ile ödüllendirilen popüler bir restoran. 126+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.6 puan ve 126 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Musée Yves Saint Laurent,Müze,"Sanat ve tarih meraklılarının uğrak noktası Musée Yves Saint Laurent, Gueliz'nın en prestijli müzelerinden biri olarak öne çıkıyor. Özenle düzenlenmiş koleksiyonu, dönemsel sergiler ve son teknoloji sunum yöntemleriyle ziyaretçilerine unutulmaz bir deneyim vaat ediyor.","A must-visit for art and history enthusiasts, Musée Yves Saint Laurent stands out as one of Gueliz's most prestigious museums. With its carefully curated collection, seasonal exhibitions, and state-of-the-art presentation methods, it promises an unforgettable experience."
Marakeş,Musée de Marrakech,Müze,"19. yüzyıl sarayında çağdaş ve geleneksel Fas sanatı. Avlu çeşmesi, dönemsel sergiler ve mimari.","Contemporary and traditional Moroccan art in 19th-century palace. Courtyard fountain, periodic exhibitions, and architecture."
Marakeş,Naranj Libanese,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.7 puan ile ödüllendirilen popüler bir restoran. 4462+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.7 puan ve 4462 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Nola By Ari - Votre Restaurant à Marrakech,Restoran,"Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 268+ ziyaretçi tarafından değerlendirildi.",Marakeş içindeki popüler mekanlardan biri. 4.9 puan ve 268 yorum ile ziyaretçilerin beğenisini kazanmış.
Marakeş,Nomad,Restoran,"Modern Fas mutfağını çatı terasında sunan popüler restoran. Medina manzarası, yaratıcı tarifler ve şık atmosfer.","Popular restaurant serving modern Moroccan cuisine on rooftop terrace. Medina views, creative recipes, and stylish atmosphere."
