Şehir;Yer Adı;Kategori;Açıklama (TR);Description (EN);Rating
Kapadokya;Nevsehir Museum;Müze;Kapadokya bölgesinin arkeolojik ve etnografik eserlerini sergileyen müze. Neolitik dönemden Osmanlı'ya tarih yolculuğu.;Museum exhibiting archaeological and ethnographic artifacts of Cappadocia region. History journey from Neolithic to Ottoman.;4.4
Kapadokya;Nevşehir Kalesi;Tarihi;Şehrin en yüksek noktasında yer alan Nevşehir Kalesi, altında tesadüfen keşfedilen devasa yeraltı şehriyle (Kayaşehir) birlikte büyük bir arkeolojik parka dönüşmüştür. Hem kaleyi gezebilir hem de yamaç yerleşiminin katmanları arasında yürüyerek tarihe dokunabilirsiniz. Manzarası özellikle gün batımında çok etkileyicidir.;Located at the highest point of the city, Nevşehir Castle has transformed into a major archaeological park along with the massive underground city (Kayaşehir) discovered accidentally beneath it. You can explore the castle and walk through the layers of the hillside settlement. The view is particularly impressive at sunset.;4.6
Kapadokya;Nostalji Restaurant;Restoran;Göreme manzarasına hakim geniş terasıyla hem gruplar hem de çiftler için uygun bir seçenektir. Zengin menüsü ve hızlı servisiyle, günün her saati keyifli bir yemek deneyimi sunar.;With its large terrace overlooking Göreme, it is a suitable option for both groups and couples. With its rich menu and fast service, it offers a pleasant dining experience at any time of the day.;4.4
Kapadokya;Nunnery;Tarihi;Müze girişinin solunda yükselen 7 katlı devasa kaya kütlesi, bir zamanlar rahibelerin yaşam alanıydı. İçinde yemekhane, mutfak, şapel ve dersliklerin bulunduğu bu kompleks, manastır yaşamını anlamak için önemli bir örnektir.;The 7-story huge rock mass rising to the left of the museum entrance was once the living space of nuns. Containing a refectory, kitchen, chapel, and classrooms, this complex is an important example to understand monastery life.;4.5
Kapadokya;Old Cappadocia Cafe;Restoran;Göreme'nin kalbinde yer alan bu aile işletmesi, samimi ortamı ve lezzetli yemekleriyle misafirlerini ağırlar. Özellikle testi kebabı ve karışık ızgara tabakları, bölgenin yerel tatlarını denemek isteyenler için idealdir.;Located in the heart of Göreme, this family business welcomes its guests with its friendly atmosphere and delicious food. Its pottery kebab and mixed grill platters are especially ideal for those who want to try the local flavors of the region.;4.6
Kapadokya;Old Greek House;Restoran;Mustafapaşa'nın (Sinasos) en güzel Rum konaklarından biri olan bu mekan, Asmalı Konak dizisine de ev sahipliği yapmıştır. Tarihi atmosferi koruyan avlusunda, zeytinyağlı yaprak sarması ve güveçte pişen yöresel yemeklerin tadına bakabilirsiniz.;One of the most beautiful Greek mansions in Mustafapaşa (Sinasos), this venue also hosted the TV series Asmalı Konak. In its courtyard that preserves the historical atmosphere, you can taste olive oil vine leaves and local dishes cooked in earthenware pots.;4.4
Kapadokya;Omurca Art Cave;Restoran;Harun Usta'nın hem atölyesi hem de restoranı olan bu mekan, sanatla yemeği birleştirir. Kendi yaptığı şaraplar ve güveç yemekleri eşliğinde, mağaranın duvarlarını süsleyen sanat eserlerini inceleyebilirsiniz. Menü yoktur, o gün Harun Usta ne pişirdiyse o yenir, bu da deneyimi daha da özel kılar.;Being both the workshop and restaurant of Master Harun, this venue combines art with food. Accompanied by his own wines and casserole dishes, you can examine the artworks decorating the walls of the cave. There is no menu, you eat whatever Master Harun cooked that day, which makes the experience even more special.;4.9
Kapadokya;Orient Cafe;Cafe;Geleneksel şark köşeleri ve kilimlerle dekore edilmiş bu kafe, otantik bir deneyim arayanlar için idealdir. Türk kahvenizi közde pişmiş olarak içebilir, nargile keyfi yapabilirsiniz. Yerel halkın da sıkça uğradığı bir buluşma noktasıdır.;Decorated with traditional oriental corners and rugs, this cafe is ideal for those seeking an authentic experience. You can drink your Turkish coffee cooked on embers and enjoy hookah (shisha). It is also a meeting point frequently visited by locals.;4.3
Kapadokya;Ortahisar Ethnography Museum;Müze;Kapadokya'nın ilk etnografya müzesi olan bu mekan, bölgedeki geleneksel yaşamı canlı mankenlerle anlatır. Hamam kültürü, tarım aletleri, eski düğünler ve daha nicesi, tarihi bir atmosferde sergilenmekte.;This venue, the first ethnography museum of Cappadocia, narrates the traditional life in the region with lifelike mannequins. Bath culture, agricultural tools, old weddings, and much more are exhibited in a historical atmosphere.;4.5
Kapadokya;Ortahisar Kalesi;Tarihi;Kapadokya'nın en büyük peri bacası olarak bilinen Ortahisar Kalesi, heybetli duruşuyla bölgenin simgelerinden biridir. Etrafındaki eski taş evler ve yamaçlara oyulmuş soğuk hava depolarıyla otantik bir atmosfer sunar. Zirveye tırmandığınızda Erciyes Dağı'na kadar uzanan nefes kesici bir manzarayla karşılaşırsınız.;Known as the largest fairy chimney in Cappadocia, Ortahisar Castle is an iconic landmark with its majestic stance. Surrounded by old stone houses and natural cold storage caves carved into the slopes, it offers an authentic atmosphere. Climbing to the top rewards you with breathtaking views stretching all the way to Mount Erciyes.;4.6
Kapadokya;Oze Coffee;Kafe;Uçhisar'da Güvercinlik Vadisi'nin hemen kıyısında yer alan Oze, modern tasarımı ve kaliteli kahveleriyle dikkat çeker. Geniş balkonundan vadiye bakarken, taze çekilmiş kahve kokusu eşliğinde huzur bulabilirsiniz.;Located right on the edge of Pigeon Valley in Uçhisar, Oze stands out with its modern design and quality coffees. While overlooking the valley from its wide balcony, you can find peace accompanied by the smell of freshly ground coffee.;4.8
Kapadokya;Pancarlik Valley;Doğa;Kızılın ve yeşilin dans ettiği Pancarlık Vadisi, doğa yürüyüşü ve bisiklet tutkunları için idealdir. Vadide gizlenmiş freskli kiliseler, özellikle Pancarlık Kilisesi, sanat severleri büyüler.;Pancarlık Valley, where red and green dance, is ideal for nature walking and cycling enthusiasts. Frescoed churches hidden in the valley, especially Pancarlık Church, fascinate art lovers.;4.6
Kapadokya;Paşabağ Peribacaları;Tarihi;Rahipler Vadisi olarak da bilinen Paşabağ, şapkalı peri bacalarının en iyi örneklerini görebileceğiniz yerdir. Üç başlı peri bacalarıyla ünlüdür ve geçmişte keşişlerin inzivaya çekildiği hücreleri barındırır. Bağların arasından yürüyerek bu devasa doğa harikalarını yakından inceleyebilirsiniz.;Also known as Monks Valley, Paşabağ is where you can see the best examples of mushroom-shaped fairy chimneys. Famous for its three-headed rock formations, it also houses hermit cells where monks once lived in seclusion. You can walk through the vineyards to examine these massive natural wonders up close.;4.7
Kapadokya;Petra Inn;Konaklama;Uçhisar kalesi eteklerinde restore edilmiş tarihi konak. Geleneksel mimari, modern konfor ve büyüleyici teras manzarası.;Restored historic mansion at foot of Uçhisar castle. Traditional architecture, modern comfort, and enchanting terrace view.;4.7
Kapadokya;Prokopi Restaurant;Restoran;Ürgüp'ün panoramik manzarasına hakim konumuyla Prokopi, şık ve romantik akşam yemeklerinin adresidir. Özellikle et yemekleri ve mezeleriyle öne çıkan restoran, kaliteli servis anlayışıyla misafirlerini ağırlar.;With its location dominating the panoramic view of Ürgüp, Prokopi is the address for stylish and romantic dinners. Standing out especially with its meat dishes and appetizers, the restaurant hosts its guests with a quality service concept.;4.5
Kapadokya;Pumpkin Goreme;Restoran;Küçük, samimi ve sanatsal bir atmosfere sahip olan Pumpkin, şefin o günkü taze malzemelerle hazırladığı fix menüsüyle bilinir. Yüzlerce el yapımı su kabağı lambasının altında yiyeceğiniz yemek, görsel bir şölene dönüşür.;With a small, intimate, and artistic atmosphere, Pumpkin is known for its fixed menu prepared by the chef with fresh ingredients of the day. The meal you eat under hundreds of handmade gourd lamps turns into a visual feast.;4.7
Kapadokya;Pumpkin Goreme Restaurant;Restoran;Yüzlerce el yapımı su kabağı lambasının aydınlattığı bu butik restoran, sıcak ve romantik atmosferiyle bilinir. Şefin taze malzemelerle hazırladığı günlük fix menü, her ziyarette farklı bir lezzet sürprizi sunar.;Illuminated by hundreds of handmade gourd lamps, this boutique restaurant is known for its warm and romantic atmosphere. The daily fixed menu prepared by the chef with fresh ingredients offers a different flavor surprise on every visit.;4.9
Kapadokya;Red Church;Tarihi;Aksaray'ın Güzelyurt ilçesinde, düz bir arazinin ortasında yükselen Kızıl Kilise, adını yapımında kullanılan kızıl taşlardan alır. 6. yüzyıla tarihlenen bu erken dönem yapısı, Kapadokya'nın en eski ve mimari açıdan en etkileyici kiliselerinden biridir.;Rising in the middle of a flat land in Güzelyurt district of Aksaray, the Red Church takes its name from the red stones used in its construction. Dating back to the 6th century, this early period structure is one of the oldest and architecturally most impressive churches in Cappadocia.;4.7
Kapadokya;Red Red Wine House;Bar;Kapadokya'nın en iyi yerel şaraplarını tadabileceğiniz, şömineli ve sıcak bir atmosfere sahip şarap evi. Menüsünde şaraba eşlik edecek peynir tabakları ve atıştırmalıklar bulunur. Romantik bir akşam veya sakin bir sohbet için idealdir.;A wine house with a fireplace and a warm atmosphere where you can taste the best local wines of Cappadocia. Its menu includes cheese platters and snacks to accompany the wine. Ideal for a romantic evening or a quiet chat.;4.7
Kapadokya;Red Valley Viewpoint;Manzara;Kapadokya'da gün batımının en görkemli izlendiği noktadır. Güneş batarken vadiyi kızıla boyayan ışık oyunları, burayı fotoğrafçılar ve romantik anlar yaşamak isteyenler için vazgeçilmez kılar.;It is the point where the sunset is watched most magnificently in Cappadocia. The light plays that paint the valley red as the sun sets make this place indispensable for photographers and those who want to experience romantic moments.;4.8
Kapadokya;Refectory;Tarihi;Rahiplerin toplu halde yemek yediği bu geniş salon, kayaya oyulmuş uzun masası ve çevresindeki oturma yerleriyle günümüze kadar ulaşmıştır. Yerdeki üzüm ezme çukuru, burada şarap üretimi yapıldığını da gösterir.;This large hall where monks ate together has survived to the present day with its long table carved into the rock and seating areas around it. The grape crushing pit on the floor shows that wine production was also carried out here.;4.4
Kapadokya;Reserved Restaurant;Restoran;Bölgenin en iddialı restoranlarından biri olan Reserved, şefin özel menüsü ve kusursuz servis anlayışıyla öne çıkar. Modern mimarisi, loş ışıkları ve seçkin şarap kavıyla özel kutlamalar için mükemmel bir alternatiftir.;One of the most ambitious restaurants in the region, Reserved stands out with the chef's special menu and impeccable service concept. With its modern architecture, dim lights, and exclusive wine cellar, it is a perfect alternative for special celebrations.;4.8
Kapadokya;Revithia;Restoran;Ürgüp'ün tarihi dokusunda, sadece tadım menüsü konseptiyle hizmet veren Revithia, Kapadokya mutfağını modern tekniklerle yeniden yorumlar. Her tabağın bir hikayesi olduğu bu restoranda, gastronomi bir sanata dönüşür.;Serving with only a tasting menu concept in the historical texture of Ürgüp, Revithia reinterprets Cappadocia cuisine with modern techniques. In this restaurant where every plate has a story, gastronomy turns into art.;4.9
Kapadokya;Rose Valley Viewpoint;Manzara;Güllüdere Vadisi, peribacalarının renklerinin gün ışığına göre değiştiği, pastel tonların hakim olduğu büyüleyici bir yerdir. Özellikle dolunay gecelerinde yapılan yürüyüş turlarıyla bilinir ve mistik bir atmosfer sunar.;Güllüdere Valley is a fascinating place dominated by pastel tones, where the colors of the fairy chimneys change according to the sunlight. It is especially known for walking tours held on full moon nights and offers a mystical atmosphere.;4.7
Kapadokya;Royal Balloon;Deneyim;Kapadokya balon turu deneyimini lüks hizmet anlayışıyla birleştiren Royal Balloon, bölgenin en saygın firmalarından biridir. Uçuş öncesi açık büfe kahvaltı ve uçuş sonrası gümüş madalya/kupa seremonisi ile kendinizi özel hissettirir.;Combining the Cappadocia balloon tour experience with a luxury service concept, Royal Balloon is one of the most respected companies in the region. It makes you feel special with an open buffet breakfast before the flight and a silver medal/cup ceremony after the flight.;4.9
Kapadokya;Sacred House;Deneyim;Dante'nin İlahi Komedya'sından ilham alan Sacred House, gotik mimarisi ve mistik atmosferiyle sizi bambaşka bir dünyaya götürür. Heykellerle dolu avlusu ve spa merkeziyle Kapadokya'nın en sıra dışı ve büyüleyici otelidir.;Inspired by Dante's Divine Comedy, Sacred House takes you to a completely different world with its gothic architecture and mystical atmosphere. It is the most extraordinary and fascinating hotel in Cappadocia with its courtyard full of sculptures and spa center.;4.8
Kapadokya;Sakli Church;Tarihi;Girişi bitki örtüsüyle kapandığı için 1957 yılında tesadüfen keşfedilen bu kilise, fresklerinin canlılığıyla şaşırtır. Mezopotamya etkileri taşıyan süslemeleri, diğer Kapadokya kiliselerinden farklıdır.;Discovered by chance in 1957 because its entrance was covered with vegetation, this church surprises with the vividness of its frescoes. Its decorations bearing Mesopotamian influences are different from other Cappadocia churches.;4.5
