Şehir;Yer Adı;Kategori;Bölge;Rating;Açıklama (TR);Description (EN)
Marakes;Nola By Ari - Votre Restaurant à Marrakech;Restoran;48 Bd Moulay Rachid;4.9;Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 268+ ziyaretçi tarafından değerlendirildi.;Quality restaurant with carefully prepared dishes and warm hospitality.
Marakes;Nomad;Restoran;Medina;4.4;Modern Fas mutfağını çatı terasında sunan popüler restoran. Medina manzarası, yaratıcı tarifler ve şık atmosfer.;Popular restaurant serving modern Moroccan cuisine on rooftop terrace. Medina views, creative recipes, and stylish atmosphere.
Marakes;Oasiria;Deneyim;Route d'Amizmiz;4.4;Marakeş'in su parkı, havuzlar ve kaydıraklar. Aileler için yaz eğlencesi, yüzme ve serinleme.;Marrakech's water park with pools and slides. Summer fun for families, swimming, and cooling off.
Marakes;Oban;Restoran;At Riad Noir d'Ivoire;5;Yerel ve uluslararası lezzetleri sunan, 5 puan ile ödüllendirilen popüler bir restoran. 61+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.
Marakes;Otto;Restoran;229 Rue Riad Zitoun el Jdid;4.3;Otantik mutfağıyla tanınan, yerel halkın ve gezginlerin uğrak noktası olan bir restoran.;Quality establishment offering great experience and warm hospitality.
Marakes;Ouzoud Waterfalls;Alışveriş;Günübirlik;4.6;Ouzoud Waterfalls, Marakeş'nin Günübirlik bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Ouzoud Waterfalls is a noteworthy destination in Marakeş's Günübirlik district. With its unique features and experiences, it offers unforgettable moments to visitors. As one of the most visited places in the area, it deserves a spot on every traveler's list.
Marakes;O’Mulligan Resto Pub;Bar;59;4.1;Marakeş'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Stylish bar with quality drinks and welcoming atmosphere.
Marakes;PEZZO MEDINA | specialty coffee;Cafe;91 Avenue Hommane Fetouaki;5;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Specialty coffee with quality beans and expert brewing in welcoming atmosphere.
Marakes;Palmeraei;Deneyim;Palmeraie;4.4;100.000'den fazla hurma ağacının bulunduğu palmiye vahasından deve safari. Atlas manzarası, quad bike ve çöl deneyimi.;Camel safari from palm oasis with over 100,000 date trees. Atlas views, quad bike, and desert experience.
Marakes;Palmeraie;Deneyim;Palmeraie;4.2;Palmeraie, Marakeş'nin Palmeraie bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Palmeraie is a noteworthy destination in Marakeş's Palmeraie district. With its unique features and experiences, it offers unforgettable moments to visitors. As one of the most visited places in the area, it deserves a spot on every traveler's list.
Marakes;Palmetto coffee Marrakech;Cafe;7A Rue Yougoslavie;4.9;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Specialty coffee with quality beans and expert brewing in welcoming atmosphere.
Marakes;Petanque Social Club;Restoran;70 Bd el Mansour Eddahbi;4.2;Otantik mutfağıyla tanınan, yerel halkın ve gezginlerin uğrak noktası olan bir restoran.;Stylish bar with quality drinks and welcoming atmosphere.
Marakes;Place des Epices;Deneyim;Medina;4.4;Baharat meydanı, çatı teraslı kafeler ve yerel atmosfer. Nane çayı molası, medina hayatı ve dinlenme.;Spice square with rooftop terrace cafes and local atmosphere. Mint tea break, medina life, and relaxation.
Marakes;Place des Ferblantiers;Deneyim;Mellah;4.3;Şehrin buluşma noktası Place des Ferblantiers, yüzyıllardır Mellah'nın merkezi olma özelliğini koruyor. Önemli etkinliklere ev sahipliği yapan, yerel halkın ve turistlerin kaynaştığı canlı bir meydan.;Place des Ferblantiers is the heart of Marakeş's social life. This historic square in Mellah is one of the places where you can most intensely feel the city's atmosphere with its surrounding cafes, historic buildings and street artists.
Marakes;Plus61;Restoran;Gueliz;4.4;Avustralya-Fas fusion kahve dükkanı, brunch mekanı. Flat white, sağlıklı yemekler ve modern atmosfer.;Australian-Moroccan fusion coffee shop, brunch venue. Flat white, healthy food, and modern atmosphere.
Marakes;Pointbar Marrakech;Restoran;3 bis، Rue Abou Hayan Taouhidi;4.5;Yerel ve uluslararası lezzetleri sunan, 4.5 puan ile ödüllendirilen popüler bir restoran. 1532+ ziyaretçi tarafından değerlendirildi.;Stylish bar with quality drinks and welcoming atmosphere.
Marakes;Pronto Caffè;Cafe;J2F8+62M;5;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Quality establishment offering great experience and warm hospitality.
Marakes;Pâtisserie Corne de Gazelle;Cafe;Rue Riad zitoun el jadid N137 ;4.9;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Quality establishment offering great experience and warm hospitality.
Marakes;ROMEO GELATO;Cafe;AQUA 6;4.8;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Artisan gelato with premium ingredients and delicious flavors.
Marakes;Rahba Kedima Square (Spice Square);Deneyim;Medina;4.5;Şehrin buluşma noktası Rahba Kedima Square (Spice Square), yüzyıllardır Medina'nın merkezi olma özelliğini koruyor. Önemli etkinliklere ev sahipliği yapan, yerel halkın ve turistlerin kaynaştığı canlı bir meydan.;Rahba Kedima Square (Spice Square) is the heart of Marakeş's social life. This historic square in Medina is one of the places where you can most intensely feel the city's atmosphere with its surrounding cafes, historic buildings and street artists.
Marakes;Restaurant - Le 68 Bar à Vin Marrakech;Restoran;68 Rue de la Liberté;4.6;Yerel ve uluslararası lezzetleri sunan, 4.6 puan ile ödüllendirilen popüler bir restoran. 1239+ ziyaretçi tarafından değerlendirildi.;Wine bar with curated selection of quality wines and knowledgeable staff.
Marakes;Restaurant Chez Fatima - Gastronomie marocaine et internationale - Restaurant marocain Marrakech;Restoran;N;4.9;Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 2791+ ziyaretçi tarafından değerlendirildi.;Quality restaurant with carefully prepared dishes and warm hospitality.
Marakes;Restaurant Chouf L'Or;Restoran;HWJX+W8M;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 2513+ ziyaretçi tarafından değerlendirildi.;Quality restaurant with carefully prepared dishes and warm hospitality.
Marakes;Restaurant Dardar Rooftop Marrakech;Restoran;4 Riad Zitoun Lakdim;4.3;Otantik mutfağıyla tanınan, yerel halkın ve gezginlerin uğrak noktası olan bir restoran.;Quality restaurant with carefully prepared dishes and warm hospitality.
Marakes;Restaurant Granada Marrakech;Restoran;Bd Allal Al Fassi;4.7;Yerel ve uluslararası lezzetleri sunan, 4.7 puan ile ödüllendirilen popüler bir restoran. 2049+ ziyaretçi tarafından değerlendirildi.;Quality restaurant with carefully prepared dishes and warm hospitality.
Marakes;Restaurant Le Grand Bazar Marrakech;Restoran;Place Jemaa El Fna;4.7;Yerel ve uluslararası lezzetleri sunan, 4.7 puan ile ödüllendirilen popüler bir restoran. 5400+ ziyaretçi tarafından değerlendirildi.;Quality restaurant with carefully prepared dishes and warm hospitality.
Marakes;Restaurant Leopard Marrakech;Restoran;Restaurant Leopard;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 3157+ ziyaretçi tarafından değerlendirildi.;Quality restaurant with carefully prepared dishes and warm hospitality.
Marakes;Restaurant MB Marrakech;Restoran;149 Rue Khalid Ben El Oualid، Marrakech 40000;4.9;Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 333+ ziyaretçi tarafından değerlendirildi.;Quality restaurant with carefully prepared dishes and warm hospitality.
Marakes;Ritzi Restaurant - Marrakech;Restoran;N 8 RDV residence AMALFI;4.9;Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 262+ ziyaretçi tarafından değerlendirildi.;Quality restaurant with carefully prepared dishes and warm hospitality.
Marakes;Rooftop Garden;Restoran;Angle Avenue Echouhada et;4.7;Yerel ve uluslararası lezzetleri sunan, 4.7 puan ile ödüllendirilen popüler bir restoran. 5445+ ziyaretçi tarafından değerlendirildi.;Rooftop venue with stunning city views and quality offerings.
Marakes;Rooftop Kafeler;Cafe;Medina;4.4;Rooftop Kafeler, Marakeş'nin gastronomi sahnesinde önemli bir yere sahip. Medina'daki bu mekan, geleneksel tariflere modern dokunuşlar ekleyen yaratıcı mutfağı ve seçkin içecek menüsüyle özel bir deneyim vaat ediyor.;The address of authentic flavors, Rooftop Kafeler is one of Medina's most preferred venues. With its warm ambiance, attentive service and rich menu, it has become indispensable for both locals and tourists.
Marakes;Rooftop Restaurant El Kennaria;Restoran;10 rue El Kennaria;4.7;Yerel ve uluslararası lezzetleri sunan, 4.7 puan ile ödüllendirilen popüler bir restoran. 1847+ ziyaretçi tarafından değerlendirildi.;Quality restaurant with carefully prepared dishes and warm hospitality.
Marakes;Rooftop Restaurant Koulchi Zine;Restoran;164 Riad Zitoun Lakdim;4.4;Otantik mutfağıyla tanınan, yerel halkın ve gezginlerin uğrak noktası olan bir restoran.;Quality restaurant with carefully prepared dishes and warm hospitality.
Marakes;Rotisserie de la Paix;Restoran;Guéliz،;4.5;Yerel ve uluslararası lezzetleri sunan, 4.5 puan ile ödüllendirilen popüler bir restoran. 1259+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.
Marakes;Royal Mansour;Deneyim;Hivernage;4.8;Royal Mansour, Marakeş'nin Hivernage bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Royal Mansour is a noteworthy destination in Marakeş's Hivernage district. With its unique features and experiences, it offers unforgettable moments to visitors. As one of the most visited places in the area, it deserves a spot on every traveler's list.
Marakes;SAVOR Coffee Shop;Cafe;Rue Azbezt;4.8;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Specialty coffee with quality beans and expert brewing in welcoming atmosphere.
Marakes;SB CAFÉ;Cafe;15 bis;4.9;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Specialty coffee with quality beans and expert brewing in welcoming atmosphere.
Marakes;Saadian Tombs;Deneyim;Kasbah;4.4;16. yüzyıldan kalma Saadi hanedanlığının görkemli türbeleri. 1917'de keşfedilen, mermer, altın süslemeler ve dini sanat.;Magnificent tombs of Saadian dynasty from 16th century. Discovered in 1917, marble, gold decorations, and religious art.
Marakes;Sabich Marrakech Medina;Restoran;Dar El Bacha;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 373+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.
Marakes;Safran by Kôya;Restoran;Rue Jbel Lakhdar;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 12925+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.
Marakes;Secret Garden;Müze;Medina;4.4;Secret Garden, Medina bölgesinin en sevilen buluşma noktalarından. Sabah koşucuları, öğleden sonra kitap okuyanlar ve akşam piknik yapan ailelerle dolu olan bu park, Marakeş'nin sosyal yaşamının önemli bir parçası.;For those seeking escape from the city's crowds, Secret Garden is a perfect sanctuary. This green oasis in Medina offers different beauty each visit with its botanical diversity and seasonal flower gardens.
Marakes;Shtatto;Cafe;Medina;4.4;Çağdaş Fas sanatı ve tasarımı galerisi. Yerel sanatçılar, modern yorumlar ve kültürel köprü.;Contemporary Moroccan art and design gallery. Local artists, modern interpretations, and cultural bridge.
Marakes;Sidi Ghanem;Alışveriş;Sanayi Bölgesi;4.3;Sidi Ghanem, Marakeş'nin Sanayi Bölgesi bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Sidi Ghanem is a noteworthy destination in Marakeş's Sanayi Bölgesi district. With its unique features and experiences, it offers unforgettable moments to visitors. As one of the most visited places in the area, it deserves a spot on every traveler's list.
Marakes;Simple specialty coffee;Cafe;dar el bacha;4.9;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Specialty coffee with quality beans and expert brewing in welcoming atmosphere.
Marakes;Sky Bar Wow;Restoran;9 Rue Jbel Lakhdar;4.4;Otantik mutfağıyla tanınan, yerel halkın ve gezginlerin uğrak noktası olan bir restoran.;Stylish bar with quality drinks and welcoming atmosphere.
Marakes;So Lounge Marrakech;Restoran;Rue Haroun Errachid;4.3;Otantik mutfağıyla tanınan, yerel halkın ve gezginlerin uğrak noktası olan bir restoran.;Stylish bar with quality drinks and welcoming atmosphere.
Marakes;Souk Semmarine;Alışveriş;Medina;4.5;Medina'nın ana çarşısı, tekstil, deri ve hediyelik eşyalar. Pazarlık kültürü, renkli tezgahlar ve labirent sokaklar.;Medina's main bazaar with textiles, leather, and souvenirs. Bargaining culture, colorful stalls, and labyrinth streets.
Marakes;Souk des Teinturiers;Deneyim;Medina;4.4;Boyacılar sokağı, kuruyan renkli iplikler ve geleneksel boyama. Fotoğraf noktası, zanaat mirası ve canlı renkler.;Dyers' street with drying colorful threads and traditional dyeing. Photo point, craft heritage, and vivid colors.
Marakes;Sweet & Sook - Glacier à L'orientale - Mouassine;Deneyim;198 Rue Mouassine;4.9;Yerel kültürü keşfetmek ve otantik anılar biriktirmek için kaçırılmaması gereken bir deneyim.;Quality establishment offering great experience and warm hospitality.
Marakes;Synagogue Slat Al Azama;Müze;Mellah;4.6;Synagogue Slat Al Azama, Marakeş'nin zengin tarihine tanıklık eden muhteşem bir yapı. Mellah bölgesindeki bu anıtsal mekan, yüzyılların izlerini taşıyan mimarisi, özgün detayları ve kültürel önemiyle hem tarih tutkunlarını hem mimari severlerini büyülüyor.;Carrying the glory of the past to the present, Synagogue Slat Al Azama is one of Mellah's most important historical structures. Its preserved original texture and magnificent architecture await discovery.
Marakes;Taberna12;Bar;12 Rue Loubnane;4.3;Marakeş'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Quality establishment offering great experience and warm hospitality.
Marakes;Table Des Délices Marrakech;Cafe;26 Rue el Gza;4.9;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Quality establishment offering great experience and warm hospitality.
Marakes;Tanjia secrets;Restoran;N;4.9;Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 1166+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.
